id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-K12765235,CP,carbenoxolone,11-beta hydroxysteroid dehydrogenase inhibitor,"HSD11B1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3",,"0.00, 0.00",-1.16,"1.07, 0.26",62.11,-27.49,8.58,-4.5,-1.16,43.69,44.15,-1.16
BRD-K52522949,CP,NCH-51,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",HDAC inhibitor,"6.35, 1.59",57.72,"2.09, 0.66",61.97,96.89,57.72,83.78,77.23,-87.35,-82.28,-84.02
BRD-K70490179,CP,rimcazole,"sigma receptor antagonist, dopamine reuptake inhibitor",SIGMAR1,,"1.43, 1.43",25.22,"1.94, 0.53",61.97,43.65,51.69,38.9,25.22,-36.01,3.34,-64.82
BRD-K73991644,CP,isoquercetin,"aldose reductase inhibitor, falcipain inhibitor","AKR1B1, ACE",,"0.00, 0.00",7.61,"1.64, 0.66",61.84,7.92,85.19,-0.78,8.49,-45.72,7.61,-0.87
BRD-A93255169,CP,thalidomide,"angiogenesis inhibitor, cereblon inhibitor, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist, tumor necrosis factor receptor inhibitor","TNF, CRBN, CYP1A2, CYP2B6, CYP2C19, CYP3A5, FGFR2, NFKB1, ORM1, ORM2, PTGS2",,"1.43, 1.43",6.16,"1.03, 0.41",61.84,-8.56,8.73,-16.97,6.16,62.57,27.28,-17.37
BRD-K07888196,CP,tyrphostin-AG-538,"insulin growth factor receptor inhibitor, tyrosine kinase inhibitor",EGFR,,"1.43, 0.00",-2.16,"0.94, 0.26",61.76,-19.28,-6.4,-49.26,47.36,60.83,30.67,-2.16
BRD-K45861246,CP,azaperone,dopamine receptor antagonist,"DRD2, DRD3",,"1.43, 1.43",14.65,"0.59, 0.11",61.71,-0.7,14.65,-23.26,-10.57,26.02,30.35,25.22
BRD-K96720755,CP,relcovaptan,vasopressin receptor antagonist,"AVPR1A, AVPR1B, AVPR2, OXTR",,"0.00, 0.00",-10.59,"1.09, 0.28",61.69,24.03,52.19,-16.48,-16.84,-10.59,-14.74,44.12
BRD-A15297126,CP,fluocinonide,"corticosteroid agonist, corticosteroid hormone receptor agonist","NR3C1, SERPINA6, SMO",Glucocorticoid receptor agonist,"3.17, 1.59",4.87,"1.74, 0.78",61.46,4.87,1.27,-68.24,13,-9.68,44.98,75.26
BRD-K48300629,CP,zonisamide,"GABA receptor agonist, Sodium Channel  Blockers, T-type calcium channel blocker","CA1, CA12, CA7, SCN1A, CA10, CA11, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN11A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN9A",,"0.00, 0.00",3.56,"0.80, 0.19",61.4,-8.55,70.72,3.56,5.95,-4.9,5.39,-10.77
BRD-K26548821,CP,quinpirole,dopamine receptor agonist,"DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C",,"4.29, 1.43",10.69,"0.86, 0.13",61.29,11.45,11.01,10.69,0,-28.55,54.22,2.47
BRD-A22844106,CP,tenoxicam,"cyclooxygenase inhibitor, prostanoid receptor inhibitor","PTGS2, PTGS1",,"1.43, 1.43",0.98,"0.67, 0.11",61.28,-30.52,61.42,-6.73,-29.98,22.55,43.56,0.98
BRD-K21853356,CP,RG-14620,EGFR inhibitor,EGFR,,"0.00, 0.00",-1.99,"1.09, 0.33",61.25,18.51,88.59,-7.17,-6.8,3.63,-33.52,-1.99
BRD-A16934955,CP,nalbuphine,"opioid receptor agonist, opioid receptor antagonist","OPRD1, OPRK1, OPRM1",,"0.00, 0.00",0,"1.34, 0.40",61.22,13.45,56.61,27.12,-14.04,-20.33,-1.59,0
BRD-K49404994,CP,levetiracetam,"acetylcholine receptor agonist, N-type calcium channel blocker, synaptic vesicle glycoprotein ligand","SV2A, CACNA1B, SCN1A",,"3.57, 1.79",15.86,"0.77, 0.24",61.2,2.18,17.94,-91.58,0.18,54.61,62.01,15.86
BRD-K14888893,CP,minoxidil,"antialopecia agent, ATP channel activator, ATP-sensitive potassium channel agonist, KATP activator, Kir6 channel (KATP) activator, polarization activator, renin secretion stimulant","KCNJ8, ABCC9, KCNJ1, KCNJ10, KCNJ11, PTGS1, REN",,"0.00, 0.00",10.52,"1.34, 0.35",61.15,2.83,93.17,-38.51,13.67,10.52,-36.41,15.88
BRD-K23478508,CP,digoxin,"ATPase inhibitor, ROR antagonist","ATP1A1, ABCB1, RORC, SLCO1B3",,"4.29, 2.86",0,"2.17, 0.51",61.13,77.14,-20.23,-66.03,90.27,0,-92.32,72.3
BRD-K18779551,CP,bifemelane,"acetylcholine release stimulant, adrenergic transmitter uptake inhibitor, reducing agent",SLC6A2,,"1.43, 1.43",-2.48,"0.88, 0.18",60.96,20.88,43.25,45.03,-2.48,-30.61,-7.82,-7.29
BRD-K89348303,CP,ramipril,angiotensin converting enzyme inhibitor,ACE,,"1.59, 0.00",2.89,"0.77, 0.11",60.78,-0.74,-21.72,-59.52,2.89,22.68,72.21,44.98
BRD-K99369265,CP,sirolimus,"mTOR inhibitor, CCR expression inhibitor, cell cycle inhibitor, proteasome inhibitor, protein kinase inhibitor, T cell inhibitor","MTOR, FKBP1A, CCR5, FGF2",,"2.86, 1.43",8.42,"0.99, 0.43",60.52,8.42,11.71,91.47,0,-0.63,25.57,-76.02
BRD-A78877355,CP,nefopam,"cyclooxygenase inhibitor, prostanoid receptor inhibitor",,,"2.86, 0.00",4.86,"1.00, 0.24",60.34,20.09,27.59,4.86,-18.02,29.76,-1.97,-1.97
BRD-K85853281,CP,BRD-K85853281,"radical formation stimulant, RNA synthesis inhibitor, topoisomerase inhibitor",TOP2A,,"11.43, 10.00",-28.12,"2.38, 0.86",60.21,77.24,97.78,98.27,-28.12,-70.99,-28.93,-85.04
BRD-K22193694,CP,dioxybenzone,topical sunscreen agent,,,"1.43, 0.00",-4.98,"0.84, 0.14",60.2,-11.19,81.41,15.69,-14.75,-4.98,5.56,-11.54
BRD-K71534238,CP,GW-9508,"Free Fatty Acid Receptor 1 (FFAR1;  GPR40) Agonists, G protein coupled receptor agonist, G-protein coupled receptor agonist","FFAR4, FFAR1",,"0.00, 0.00",5.04,"0.51, 0.08",60.1,21.79,33.71,5.04,1.3,8.08,-1.23,-8.59
BRD-K41337261,CP,ZM-306416,"Src and Abl inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor","FLT1, KDR, EGFR, FLT4","SRC inhibitor, VEGFR inhibitor","4.29, 2.86",10.71,"0.83, 0.25",59.9,10.71,16.39,95.08,-2.57,38.17,-7.58,-90.3
BRD-A81177136,CP,KN-62,"calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist, calmodulin antagonist","AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1",,"0.00, 0.00",6.89,"0.81, 0.14",59.85,6.89,71.1,13.59,9.5,0,-20.57,-20.66
BRD-A36074203,CP,remacemide,"glutamate receptor antagonist, glutamate receptor agonist",GRIN1,,"1.43, 1.43",1.83,"0.93, 0.22",59.81,4.93,64.94,19.84,1.67,-16.73,-16.67,1.83
BRD-K66615216,CP,moxifloxacin,"DNA gyrase inhibitor, topoisomerase inhibitor",TOP2A,Bacterial DNA gyrase inhibitor,"0.00, 0.00",11.18,"0.51, 0.09",59.81,-14.14,11.18,-1.44,14.12,24.19,3.89,22.01
BRD-K14681867,CP,somatostatin,"somatostatin receptor agonist, growth hormone receptor antagonist, growth hormone release inhibitor, somatostatin receptor ligand","SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, GH1, GHR, OPRD1, OPRM1",,"7.14, 4.29",-2.33,"0.93, 0.34",59.74,-11.62,48.38,49.14,30.07,-2.33,-16.05,-37.85
BRD-K31268420,CP,NSC-693868,"CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, CDK5, GSK3A, GSK3B",,"0.00, 0.00",10.42,"1.16, 0.28",59.73,-24.9,50.49,-29.04,-6.01,10.42,14.85,43.92
BRD-K57304726,CP,PRE-084,"alpha receptor agonist, sigma receptor agonist",SIGMAR1,,"1.43, 1.43",0.21,"0.73, 0.20",59.72,-0.35,53.83,5.12,-5.24,0,6.15,0.21
BRD-K07888107,CP,depudecin,HDAC inhibitor,"HDAC1, HDAC2",HDAC inhibitor,"0.00, 0.00",0,"2.21, 0.53",59.6,74.35,8.75,12.7,0,-3.52,-22.72,-9.96
BRD-A69512159,CP,carbidopa,"aromatic L-amino acid decarboxylase inhibitor, dopa decarboxylase (aromatic L-amino acid decarboxylase) inhibitor",DDC,,"0.00, 0.00",-16.15,"2.07, 0.67",59.54,-17.61,91.97,75.17,-16.15,-35.23,-32.27,-6.34
BRD-A42571354,CP,cetirizine,histamine receptor antagonist,HRH1,,"1.43, 0.00",3.87,"0.81, 0.11",59.35,-35.1,68.22,3.87,17.07,4.72,-1.34,1.91
BRD-K68202742,CP,trichostatin-a,"HDAC inhibitor, CDK expression enhancer, ID1 expression inhibitor","HDAC7, HDAC8, HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC9",HDAC inhibitor,"2.86, 1.43",16.46,"1.69, 0.59",59.28,93.96,16.46,80.36,87.99,-98.45,-32.75,-88.29
BRD-K81225797,CP,SCH-58261,adenosine receptor antagonist,"ADORA2A, ADORA1, ADORA2B, ADORA3",,"1.43, 1.43",-1.48,"1.01, 0.42",59.16,43.56,69.86,15.55,-2.01,-1.48,-57.37,-8.95
BRD-K28470988,CP,L-690330,inositol monophophatase inhibitor,IMPA1,,"2.86, 0.00",-24.76,"1.70, 0.78",59.14,-27,-29.14,-24.76,-27.09,45.1,41.06,80.97
BRD-A44551378,CP,LFM-A12,"EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor",EGFR,,"2.86, 0.00",1.68,"1.40, 0.35",59.11,78.15,51.26,57.92,-19.95,-34.06,-75.89,1.68
BRD-K53979406,CP,ALX-5407,"glycine transporter inhibitor, GlyT-1 inhibitor",SLC6A9,,"1.59, 1.59",4.2,"1.20, 0.44",58.89,8.05,13.01,4.2,2.82,25.74,2.18,2.89
BRD-K94144010,CP,cotinine,nicotine metabolite,,,"0.00, 0.00",-0.63,"1.89, 0.59",58.88,-0.63,74.53,68.8,0.21,-12.91,-10.07,-61.05
BRD-K84955386,CP,hyperoside,"glucosidase inhibitor, free radical scavenger","ACE, AKR1B1, GAA",,"0.00, 0.00",-0.42,"2.08, 0.76",58.82,-3.91,71.88,11.02,0.84,-0.42,-5.91,-14.68
BRD-K69690935,CP,curcumin,"cyclooxygenase inhibitor, AP inhibitor, CCN expression inhibitor, DNA methyltransferase inhibitor, EGFR expression inhibitor, free radical scavenger, FtsZ inhibitor, glucose 6 phosphatase inhibitor, histone N-acetyltransferase inhibitor, HIV integrase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor, tau aggregation inhibitor, unidentified pharmacological activity","PTGS1, PTGS2, APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CCND1, CYP3A4, DNMT1, DNMT3B, EP300, G6PC, MAPT, MMP13, MMP9, NOS2, XDH",,"0.00, 0.00",9.89,"1.56, 0.32",58.81,-33.2,-2.87,-20.01,25.6,40.84,38.56,9.89
BRD-K53855319,CP,SRT-1720,SIRT activator,SIRT1,,"1.43, 1.43",8.5,"1.06, 0.16",58.76,-4.96,10.04,1.13,-0.53,8.5,30.62,13.96
BRD-K09549677,CP,mibefradil,"T-type calcium channel blocker, angiogenesis inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker, sodium channel blocker","CACNA1G, CACNA1H, CACNA1C, CACNA1I, ANO1, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP3A5, CYP3A7, SCN2A, SCN4A, SCN5A, SCN9A",T-type calcium channel blocker,"0.00, 0.00",31.78,"1.64, 0.48",58.76,52.9,44.41,66.24,31.78,-20.47,-59.54,-56.56
BRD-K35128472,CP,2-aminopurine,serine/threonine protein kinase inhibitor,,,"4.29, 2.86",0,"1.43, 0.39",58.76,-3.74,-47.16,-25.67,0,43.84,82.02,9.47
BRD-K36377456,CP,marmesin,precursor in psoralen,,,"0.00, 0.00",0.99,"1.34, 0.44",58.62,27.02,6.38,40.44,0,0,-16.21,0.99
BRD-A24191444,CP,ifenprodil,"adrenergic receptor antagonist, glutamate receptor antagonist","GRIN1, GRIN2B",,"0.00, 0.00",6.87,"0.90, 0.16",58.6,15.2,24.87,-2.85,-0.99,13.42,2.08,6.87
BRD-K87905482,CP,anandamide,"cannabinoid receptor agonist, potassium channel blocker, TRPV agonist","CNR1, CNR2, TRPV1, CACNA1G, CACNA1H, CACNA1I, GLRA1, GPR119, GPR18, GPR55, KCNA2, KCND3, KCNK3, KCNK9, TRPM8",,"2.86, 2.86",21.22,"0.73, 0.19",58.45,21.22,21.61,28.62,-11.93,25.93,-25.7,-1.3
BRD-K58299615,CP,RO-90-7501,"amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor",APP,,"0.00, 0.00",18.94,"1.18, 0.27",58.33,64.19,76.8,62.08,18.94,-14.35,-90.63,-58.7
BRD-A50928468,CP,norgestrel,progesterone receptor agonist,"CYP2E1, PGR",Progesterone receptor agonist,"0.00, 0.00",10.78,"1.06, 0.30",58.31,28.75,24.73,13.35,-1.52,10.78,-17.78,0
BRD-K25875056,CP,SC-9,protein kinase C activator,,,"0.00, 0.00",12.88,"1.23, 0.36",58.3,12.88,9.53,15.87,-14.8,18.83,17.96,-1.97
BRD-K95901403,CP,XL-147,"Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor","PIK3CA, PIK3CD, PIK3CG",,"1.43, 1.43",2.68,"2.02, 0.58",58.27,62.79,55,0,2.68,11.84,-74.04,0
BRD-K89626439,CP,sirolimus,"mTOR inhibitor, CCR expression inhibitor, cell cycle inhibitor, proteasome inhibitor, protein kinase inhibitor, T cell inhibitor","MTOR, FKBP1A, CCR5, FGF2",MTOR inhibitor,"3.17, 0.00",0,"1.99, 0.56",58.25,13.84,49.99,93.99,0,-13.65,-17.3,-68.62
BRD-K25394294,CP,oxaprozin,cyclooxygenase inhibitor,"PTGS1, PTGS2",,"1.43, 0.00",6.07,"0.91, 0.16",58.05,1.16,29.49,-3.42,-1.61,7.08,19.28,6.07
BRD-K14536225,CP,piceid,"glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor","GAA, XDH",,"0.00, 0.00",9.21,"1.11, 0.41",57.99,34.22,40.96,11.17,-5.31,9.21,-32.26,0
BRD-A14966924,CP,alaproclate,"serotonin receptor antagonist, serotonin reuptake inhibitor",SLC6A4,,"1.43, 1.43",5.23,"0.58, 0.13",57.97,-0.6,20.13,5.23,-34.46,53.78,12.1,1.79
BRD-A45140972,CP,meclocycline,tetracycline antibiotic,,Bacterial 30S ribosomal subunit inhibitor,"1.43, 1.43",3.42,"0.55, 0.11",57.91,27.32,-23,45.3,3.42,12.45,-5.92,-1.66
BRD-K52735702,CP,cefdinir,cell wall synthesis inhibitor,MPO,Bacterial cell wall synthesis inhibitor,"1.43, 0.00",-2.11,"1.60, 0.41",57.81,-2.11,72.87,-9.06,-12.86,14.05,-1.87,-3.21
BRD-A99571536,CP,dubinidine,anticonvulsant that reduces motor activity,,,"1.59, 1.59",5.23,"2.11, 0.59",57.72,5.23,77.17,-71.42,0,7.12,-46.56,86.18
BRD-K14693417,CP,cinchonine,antimalarial agent,CYP2D6,,"4.29, 2.86",10.83,"0.74, 0.19",57.67,10.83,-4.97,19.38,-30.42,78.25,28.9,-44.3
BRD-K19462402,CP,buflomedil,"adrenergic receptor antagonist, calcium channel antagonist",CACNA1C,,"0.00, 0.00",0.43,"1.24, 0.35",57.64,0.43,55.63,1.01,0.14,3.07,-2.15,-0.49
BRD-K38251852,CP,paxilline,"ABC transporter expression enhancer, high conductance calcium activated potassium blocker, LXR agonist","ABCA1, KCNMA1, NR1H3",Potassium channel blocker,"0.00, 0.00",0.81,"0.91, 0.25",57.61,1.52,67.57,0.81,-20.26,0,0.35,7.62
BRD-K46937689,CP,phenazone,cyclooxygenase inhibitor,"PTGS1, PTGS2",,"1.43, 1.43",6.82,"0.56, 0.14",57.6,-20.65,9.71,6.82,-44,42.05,58.6,5.07
BRD-A60294240,CP,tribenoside,vasoprotective agent,,,"1.59, 0.00",-1.13,"1.05, 0.33",57.58,-0.41,69.75,16.11,-1.13,-15.49,-7.54,-3.71
BRD-A66435872,CP,HTMT,histamine receptor agonist,HRH4,,"0.00, 0.00",5.83,"1.00, 0.24",57.57,5.83,20.08,48.46,-0.04,7.83,-19.35,-5.24
BRD-A53107311,CP,BRD-A53107311,"mitotic kinesin inhibitor, Tubulin Polymerization Inhibitors",,,"1.59, 0.00",2.95,"0.99, 0.23",57.35,-11.65,55.2,26.23,2.95,8.46,-24.26,0.42
BRD-K98297262,CP,BRD-K98297262,"1,3-beta-glucan synthase inhibitor",CLC,,"4.76, 0.00",4.32,"1.30, 0.36",57.29,4.05,43.08,-22.65,34.68,-14.8,8.61,4.32
BRD-K13544237,CP,r(-)-propylnorapomorphine,"dopamine receptor agonist, antiamyloidogenic agent","DRD2, DRD1, DRD3",,"1.43, 0.00",1.2,"0.68, 0.19",57.28,1.2,46.72,11.17,-0.18,-2.51,19.86,-18.98
BRD-K70330367,CP,amantadine,"glutamate receptor antagonist, acetylcholine channel inhibitor, dopamine receptor agonist","DRD2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A",,"0.00, 0.00",1.37,"0.81, 0.13",57.09,11.71,51.7,1.37,-1.66,0,-23.18,17.15
BRD-A91452556,CP,estradiol-cypionate,estrogen receptor agonist,ESR1,Estrogen receptor agonist,"1.43, 1.43",4.26,"1.38, 0.34",56.95,4.26,70.57,28.14,0.04,6.41,-17.62,-34.85
BRD-K38305202,CP,domperidone,"dopamine receptor antagonist, breast cancer resistance protein inhibitor","DRD2, DRD3, ABCG2, CYP3A5",,"1.43, 0.00",27.4,"0.81, 0.09",56.82,-58.42,28.62,-7.15,-5.6,28.74,27.4,43.23
BRD-K75532464,CP,FTI-276,farnesyltransferase inhibitor,"FNTA, FNTB",,"0.00, 0.00",-1.52,"0.58, 0.22",56.82,-18.01,10.04,63.33,-1.52,30,-19.75,-7.27
BRD-K94887716,CP,TFMPP,"serotonin receptor agonist, serotonin receptor antagonist",,,"0.00, 0.00",6.39,"1.41, 0.39",56.68,-14.06,41.83,-6,6.39,9.48,19.22,-0.18
BRD-A74907996,CP,equol,estrogen receptor agonist,"ESR2, ESR1",,"0.00, 0.00",9.76,"0.52, 0.39",56.61,36.5,46.86,50.82,-16.39,9.76,-1.95,-68.99
BRD-K34154330,CP,tracazolate,"GABA receptor agonist, GABA receptor modulator",GABRA1,,"1.43, 0.00",-4.4,"0.61, 0.17",56.44,-7.03,-17.35,50.83,-0.42,-4.4,58.09,-23.28
BRD-K28168037,CP,fenretinide,"apoptosis stimulant, retinoid receptor agonist, RAR agonist","CYP2C8, CYP3A5, RARA, RARG",Retinoid receptor agonist,"0.00, 0.00",20.63,"0.82, 0.16",56.32,2.85,63.42,-57.21,25.06,-45.91,47.48,20.63
BRD-K89055274,CP,alverine,smooth muscle relaxant,HTR1A,,"0.00, 0.00",4.6,"0.90, 0.28",56.3,12.25,36.31,-3.95,4.6,2.4,0,4.69
BRD-A24891640,CP,nimodipine,"calcium channel blocker, L-type calcium channel blocker","CACNA1C, NR3C2, AHR, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CFTR",,"1.43, 0.00",0,"1.00, 0.25",56.3,0,13.08,-10.65,14.67,55.66,-3.56,-12.9
BRD-K40965114,CP,cyanopindolol,adrenergic receptor antagonist,HTR1D,,"0.00, 0.00",4.83,"1.40, 0.47",56.18,-19.49,4.6,17.13,-4.77,18.25,35.63,4.83
BRD-K21283037,CP,riluzole,"glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker","KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11",,"0.00, 0.00",2.92,"0.35, 0.05",56.14,2.92,38.03,2.39,-0.55,3.38,0.32,9.65
BRD-A61793559,CP,metolazone,"carbonic anhydrase inhibitor, quinazoline diuretic, inhibitor of sodium chloride symporters","SLC12A3, CA2, CA7",,"2.86, 1.43",9.41,"0.48, 0.10",56.13,-23.09,9.41,-19.33,21.77,4.17,52.11,11.09
BRD-A28422058,CP,L-689560,glutamate receptor antagonist,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",,"0.00, 0.00",8.4,"0.76, 0.18",56.12,12.78,26.58,-7.49,-2.21,10.52,7.54,8.4
BRD-K12102668,CP,nialamide,monoamine oxidase inhibitor,"COMT, MAOA, MAOB",,"1.43, 0.00",0.39,"1.83, 0.55",56.08,4.09,88.23,-17.04,26.77,-21.26,-25.1,0.39
BRD-K04010869,CP,prostaglandin-a1,"HSP inducer, NFKB pathway inhibitor",,,"2.86, 0.00",-3.84,"0.63, 0.16",55.98,-51.18,-30.79,-13.18,0.42,80.48,74.07,-3.84
BRD-A11702965,CP,chromomycin-a3,DNA binding,,,"11.43, 8.57",13.6,"1.43, 0.64",55.98,94.16,84.78,98.17,13.6,-66.25,-79.97,-88.51
BRD-K67637637,CP,olopatadine,"histamine receptor antagonist, histamine blocker, mediator release inhibitor","HRH1, S100A1, S100A12, S100A13, S100A2, S100B",,"0.00, 0.00",-2.01,"1.86, 0.53",55.89,-10.79,62.63,33.32,1.55,-14.52,-14.29,-2.01
BRD-K27184429,CP,levocetirizine,"histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor","HRH1, CXCL8",,"0.00, 0.00",2.22,"1.36, 0.36",55.87,-3.42,32.06,-22.75,-2.26,21.53,28.49,2.22
BRD-K05906022,CP,limonin,HIV protease inhibitor,,,"0.00, 0.00",3.49,"0.82, 0.22",55.84,2.85,2.58,3.49,-0.63,6.68,19.92,20.95
BRD-K13533483,CP,cyclosporin-a,"calcineurin inhibitor, cyclophilin inhibitor, immunosuppressant, insulin expression inhibitor, T cell inhibitor","PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3",,"1.43, 0.00",-1.13,"1.15, 0.44",55.83,-1.13,-5.72,10.07,56.24,4.93,-1.55,-7.01
BRD-K14236372,CP,BRD-K14236372,lysophospholipid receptor agonist,S1PR4,,"0.00, 0.00",0,"1.22, 0.28",55.72,-35.18,38.76,-4.74,7.3,-13.5,63.08,0
BRD-A63998256,CP,helveticoside,ATPase inhibitor,ATP1A1,ATPase inhibitor,"1.59, 0.00",7.32,"2.44, 0.81",55.6,88.52,7.32,50.9,41.77,0,-96.52,-36.39
BRD-K78122587,CP,NNC-55-0396,T-type calcium channel blocker,"CATSPER1, CATSPER2, CATSPER3, CATSPER4",T-type calcium channel blocker,"0.00, 0.00",44.88,"1.65, 0.48",55.53,63.03,61.3,44.88,57.66,-52.92,-54.79,-63.63
BRD-A49906757,CP,scopolamine,acetylcholine receptor antagonist,"CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI",,"1.43, 1.43",10.09,"0.82, 0.25",55.53,10.09,-19.03,78.52,35.6,49.64,-38.52,-60.77
BRD-K05104363,CP,PD-184352,"MEK inhibitor, MAP kinase inhibitor","MAP2K1, MAP2K2, MAP3K1, MAP3K2",MEK inhibitor,"5.71, 4.29",1.52,"1.43, 0.49",55.18,-36.58,39.73,96.63,0.63,1.52,7.35,-54.1
BRD-K17075857,CP,chloroxine,opioid receptor inhibitor,OPRK1,,"2.86, 2.86",0.7,"1.31, 0.13",55.06,92.45,30.67,21.44,0.7,-12.06,-28.88,-49.26
BRD-K91900765,CP,VX-745,p38 MAPK inhibitor,"MAPK14, MAPK11, MAPK12",P38 MAPK inhibitor,"2.86, 2.86",-3.67,"0.86, 0.30",54.97,-53.99,-3.67,-22.94,-13.78,80.76,47.31,21.28
BRD-K18194590,CP,mephentermine,adrenergic receptor agonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3",,"1.43, 1.43",8.49,"0.98, 0.26",54.97,-47.08,45.97,-63.29,-24.74,48.27,8.49,87.35
BRD-K26664453,CP,cytochalasin-b,"microtubule inhibitor, phagocytosis inhibitor",ACTB,,"0.00, 0.00",7.21,"2.51, 0.58",54.91,-1.13,2.91,21.61,26.25,-10.03,7.21,8.09
BRD-K60274257,CP,dephostatin,tyrosine phosphatase inhibitor,"PTPN1, PTPN6",,"0.00, 0.00",-5.49,"1.38, 0.31",54.87,-5.49,43.76,-6.98,23.3,-15.17,-8.75,24.2
BRD-K31054881,CP,BMY-7378,"serotonin receptor antagonist, adrenergic receptor antagonist","HTR1A, ADRA1D, ADRA1A, ADRA1B",,"2.86, 1.43",9.82,"1.25, 0.47",54.81,15.58,-17.41,42.46,-48.62,9.82,54.11,-1.13
BRD-K68143200,CP,SA-792541,"caspase activator, CDC inhibitor","CASP3, CDC25A, CDC25B",,"2.86, 2.86",-0.88,"0.84, 0.23",54.68,94.27,48.85,-68.35,-0.88,-4.23,-19.51,4.53
BRD-K42098891,CP,protriptyline,tricyclic antidepressant (TCA),"SLC6A2, SLC6A4",Tricyclic antidepressant,"0.00, 0.00",3.38,"1.17, 0.33",54.66,-8.93,22.14,32.88,-4.16,3.38,18.34,-8.99
BRD-K47192521,CP,icosapent,"fatty acid with anti-inflammatory, antithrombotic and immunomodulatory properties","PTGS1, PTGS2, ACSL3, ACSL4, FADS1, FFAR1, PPARD, PPARG, SLC8A1, TRPV1",,"3.17, 1.59",2.06,"1.13, 0.30",54.4,-3.31,62.85,25.5,2.06,21.46,-9.04,-45.12
BRD-K56115039,CP,BU-226,imidazoline 2 receptor ligand,,Imidazoline ligand,"0.00, 0.00",0.56,"1.64, 0.49",54.13,0.56,15.71,-7.65,0,42.83,5.6,-2.92
BRD-A77118605,CP,BML-ST330,"phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor",,,"0.00, 0.00",10.7,"0.82, 0.33",54.01,-5.6,12.16,-51.82,0,31.59,56.98,10.7
BRD-K06557128,CP,voriconazole,"cell wall synthesis inhibitor, cytochrome P450 inhibitor, lanosterol demethylase inhibitor","CYP2C19, CYP51A1",,"0.00, 0.00",0.49,"1.18, 0.43",53.94,-23.06,38.84,-3.73,-7.4,43.8,5,0.49
